27 000,1996,250 000 - 299 999,Diesel,Mitsubishi,other,8 CV
82 000,2010,150 000 - 159 999,Diesel,Renault,Kangoo,
73 000,2007,10 000 - 14 999,Diesel,Peugeot,Partner,
75 000,2012,65 000 - 69 999,Petrol,Ford,Fiesta,
195 000,2009,200 000 - 249 999,Petrol,Mercedes-Benz,220,
60 000,2012,80 000 - 84 999,Petrol,Peugeot,206,
56 000,2007,250 000 - 299 999,Diesel,Dacia,Logan,
48 000,2000,35 000 - 39 999,Diesel,Peugeot,406,
99 000,2011,100 000 - 109 999,Petrol,Peugeot,508,
43 000,1987,300 000 - 349 999,Diesel,Volkswagen,GOLF 2,6 CV
83 000,2007,150 000 - 159 999,Diesel,Ford,Focus,
50 000,2005,100 000 - 109 999,Petrol,Renault,Clio,
248 000,2011, 120 000 - 129 999,Diesel,Mercedes-Benz,CLASSE C COUPE,9 CV
50 000,1988,0 - 4 999,Diesel,Mercedes-Benz,190,
110 000,2010,80 000 - 84 999,Diesel,Citroen,C5,8 CV
83 000,2004,160 000 - 169 999,Diesel,Volkswagen,GOLF 5,
67 000,2008,150 000 - 159 999,Diesel,Dacia,Logan,
182 000,2012,55 000 - 59 999,Petrol,mini,country man,
58 000,1996,350 000 - 399 999,Diesel,Mercedes-Benz,250,10 CV
55 000,2004,170 000 - 179 999,Diesel,Nissan,primera,8 CV
120 000,2008,200 000 - 249 999,Diesel,Volkswagen,GOLF 5,
97 000,2015,45 000 - 49 999,Diesel,Peugeot,301,6 CV
70 000,2000,100 000 - 109 999,Diesel,Toyota,Hi Ace,8 CV
41 000,2001,200 000 - 249 999,Petrol,Peugeot,306,
37 000,2000,300 000 - 349 999,Diesel,Peugeot,309,
39 000,2001,10 000 - 14 999,Petrol,Peugeot,206,
42 000,1998,15 000 - 19 999,Petrol,BMW,Serie 7,
40 000,2010,85 000 - 89 999,Petrol,Chevrolet,Spark,
105 000,2005,140 000 - 149 999,Diesel,Volkswagen,Passat,
650 000,2003,180 000 - 189 999,Diesel,Mercedes-Benz,270,
45 000,2004,180 000 - 189 999,Petrol,Toyota,Corolla,
56 000,2002,25 000 - 29 999,Diesel,Renault,Kangoo,
35 000,2001,25 000 - 29 999,Petrol,Seat,Ibiza,
32 000,1991,30 000 - 34 999,Petrol,Renault,SUPER 5,
65 000,1997,400 000 - 449 999,Diesel,Mercedes-Benz,210,9 CV
90 000,2014,110 000 - 119 999,Diesel,Dacia,Logan,
34 000,1992,20 000 - 24 999,Petrol,Volkswagen,GOLF 3,
100 000,2010,10 000 - 14 999,Diesel,Peugeot,Tepee,7 CV
65 000,2002,35 000 - 39 999,Diesel,Ford,Focus,
48 000,2001,30 000 - 34 999,Diesel,Citroen,XSARA,
168 000,2016,35 000 - 39 999,Diesel,Ford,Focus,6 CV
210 000,2010,140 000 - 149 999,Diesel,Audi,A5,8 CV
45 000,2000,160 000 - 169 999,Petrol,Suzuki,BALENO,7 CV
85 000,2002,300 000 - 349 999,Diesel,Volkswagen,GOLF 4,
125 000,2011,180 000 - 189 999,Diesel,Toyota,Prado,
107 000,2012,100 000 - 109 999,Diesel,Ssangyong,Korando,8 CV
78 000,2006,130 000 - 139 999,Diesel,Peugeot,607,
30 000,1993,40 000 - 44 999,Diesel,Citroen,C15,4 CV
105 000,2012,100 000 - 109 999,Diesel,lancia,Delta,
105 000,2011,100 000 - 109 999,Diesel,Chevrolet,Captiva,8 CV
62 000,2007,140 000 - 149 999,Petrol,Citroen,C4,
61 000,2002,140 000 - 149 999,Diesel,Peugeot,307,
129 000,2011,140 000 - 149 999,Diesel,Ford,Focus,
155 000,2011,95 000 - 99 999,Diesel,Hyundai,ix 35,8 CV
40 000,2003,40 000 - 44 999,Diesel,Fiat,Uno,6 CV
140 000,2013,110 000 - 119 999,Diesel,Renault,Latitude,
115 000,2011,120 000 - 129 999,Diesel,Hyundai,i 30,6 CV
52 000,2010,90 000 - 94 999,Petrol,Fiat,Punto,
95 000,2014,55 000 - 59 999,Diesel,Citroen,C3,6 CV
80 000,2012,10 000 - 14 999,Diesel,Renault,Clio,
90 000,2014,80 000 - 84 999,Diesel,Dacia,Logan,6 CV
155 000,2010,190 000 - 199 999,Diesel,Volkswagen,Touran,6 CV
130 000,2008,200 000 - 249 999,Diesel,Volkswagen,Passat,
120 000,2012,100 000 - 109 999,Diesel,Ssangyong,Korando,8 CV
59 000,1999,200 000 - 249 999,Diesel,Peugeot,306,
185 000,2009,45 000 - 49 999,Diesel,Audi,A4,
68 000,2014,75 000 - 79 999,Petrol,Renault,Clio,
10 800,2015,55 000 - 59 999,Diesel,Ford,Fiesta,
145 000,2016,35 000 - 39 999,Petrol,Fiat,500,8 CV
70 000,2009,95 000 - 99 999,Petrol,Suzuki,Jimmy,
125 000,2010,190 000 - 199 999,Diesel,Mercedes-Benz,220,
30 000,1986,20 000 - 24 999,Diesel,Citroen,C15,
109 000,2017,10 000 - 14 999,Diesel,Dacia,Logan,6 CV
96 000,2014,95 000 - 99 999,Diesel,Dacia,Dokker,6 CV
33 500,1995,200 000 - 249 999,Petrol,Renault,19,
127 000,2012,85 000 - 89 999,Diesel,Mitsubishi,pajero sport,10 CV
95 000,2015,75 000 - 79 999,Diesel,Dacia,Logan,6 CV
65 000,1992,180 000 - 189 999,Diesel,Mercedes-Benz,190,8 CV
59 000,2008,100 000 - 109 999,Diesel,Peugeot,Partner,7 CV
83 000,2007,20 000 - 24 999,Diesel,Renault,Megane,
155 000,2008,180 000 - 189 999,Diesel,Audi,A4,8 CV
280 000,2011,95 000 - 99 999,Diesel,Volkswagen,Touareg,12 CV
32 000,2008,160 000 - 169 999,Petrol,Fiat,Punto,
62 000,2004,190 000 - 199 999,Diesel,Opel,Astra,
75 000,2014,100 000 - 109 999,Diesel,Fiat,Punto,5 CV
157 000,2016,85 000 - 89 999,Diesel,Volkswagen,Polo,
100 000,2002,250 000 - 299 999,Diesel,Mercedes-Benz,Classe C,9 CV
183 000,2010,130 000 - 139 999,Diesel,Jaguar,XF,12 CV
52 000,2009,140 000 - 149 999,Petrol,Hyundai,i 10,
35 000,1990,0 - 4 999,Diesel,Peugeot,504,
56 000,1992,110 000 - 119 999,Diesel,Mercedes-Benz,190,8 CV
95 000,2006,300 000 - 349 999,Diesel,Volkswagen,GOLF 5,
20 000,1989,60 000 - 64 999,Petrol,Peugeot,205,
65 000,2012,130 000 - 139 999,Diesel,Dacia,Logan,
20 000,1989,60 000 - 64 999,Petrol,Peugeot,205,
90 000,2014,85 000 - 89 999,Diesel,Fiat,Punto,6 CV
95 000,2011,150 000 - 159 999,Diesel,Kia,Carens,
139 000,2015,20 000 - 24 999,Diesel,Nissan,Juke,
58 000,2015,90 000 - 94 999,Petrol,Kia,Picanto,6 CV
33 000,2007,140 000 - 149 999,Petrol,Chevrolet,Optra,9 CV
73 000,2013,80 000 - 84 999,Diesel,Dacia,Dokker,
162 000,2015,95 000 - 99 999,Diesel,Volvo,other,6 CV
25 000,1984,0 - 4 999,Diesel,Peugeot,205,4 CV
35 000,2001,Plus de 500 000,Diesel,Fiat,Palio,
53 000,1997,300 000 - 349 999,Diesel,Ford,Mondeo,
90 000,2014,100 000 - 109 999,Diesel,Dacia,Logan,
26 000,2000,50 000 - 54 999,Petrol,Fiat,Uno,
37 000,-,-,-,-,-,
42 000,2005,120 000 - 129 999,Petrol,Hyundai,Atos,
52 000,2007,190 000 - 199 999,Diesel,Dacia,Logan,6 CV
130 000,2013,80 000 - 84 999,Diesel,Nissan,Juke,
158 000,2011,120 000 - 129 999,Diesel,Peugeot,508,9 CV
100 000,2009,180 000 - 189 999,Diesel,Hyundai,Tucson,
185 000,2009,45 000 - 49 999,Diesel,Audi,A4,
43 000,2004,130 000 - 139 999,Petrol,Renault,Clio,
130 000,2015,50 000 - 54 999,Diesel,Dacia,Duster,
59 000,2012,90 000 - 94 999,Diesel,Peugeot,Bipper,5 CV
145 000,2015,50 000 - 54 999,Diesel,Peugeot,308,6 CV
78 000,2015,80 000 - 84 999,Petrol,Fiat,Punto,
78 000,2014,110 000 - 119 999,Petrol,Peugeot,208,6 CV
26 000,1991,50 000 - 54 999,Petrol,Peugeot,309,
60 000,-,-,-,-,-,
72 000,2011,140 000 - 149 999,Diesel,Peugeot,Partner,
82 000,2014,60 000 - 64 999,Diesel,Peugeot,301,6 CV
70 000,2011,0 - 4 999,Diesel,Renault,Kangoo,4 CV
49 000,2003,170 000 - 179 999,Diesel,Peugeot,Partner,7 CV
210 000,2015,100 000 - 109 999,Diesel,Hyundai,Santa Fe,8 CV
76 000,2007,200 000 - 249 999,Diesel,Citroen,C4,6 CV
40 000,2000,20 000 - 24 999,Petrol,Seat,Ibiza,
105 000,2013,100 000 - 109 999,Diesel,Ssangyong,Kyron,8 CV
59 000,2001,200 000 - 249 999,Diesel,Autres,Autres,7 CV
210 000,2009,160 000 - 169 999,Diesel,Mercedes-Benz,Classe CLS,12 CV
105 000,2010,110 000 - 119 999,Diesel,Renault,Megane,6 CV
99 000,2016,35 000 - 39 999,Diesel,Fiat,Punto,6 CV
52 000,1999,0 - 4 999,Diesel,Renault,Megane,
85 000,2002,200 000 - 249 999,Diesel,Opel,Zafira,8 CV
238 000,2011,100 000 - 109 999,Diesel,Volkswagen,Touareg,12 CV
39 000,2000,170 000 - 179 999,Petrol,Peugeot,206,7 CV
289 000,2017,35 000 - 39 999,Diesel,Hyundai,Santa Fe,9 CV
120 000,2013,40 000 - 44 999,Diesel,Renault,Kangoo,6 CV
155 000,2011,120 000 - 129 999,Diesel,Mitsubishi,pajero,
115 000,2009,140 000 - 149 999,Diesel,Jaguar,X-Type,8 CV
115 000,2009,140 000 - 149 999,Diesel,Hyundai,Santa Fe,8 CV
115 000,2011,100 000 - 109 999,Diesel,Ford,Mondeo,8 CV
62 000,1994,20 000 - 24 999,Diesel,Mercedes-Benz,190,
57 000,2009,35 000 - 39 999,Diesel,Renault,19,
115 000,2013,95 000 - 99 999,Diesel,Dacia,Duster,6 CV
75 000,2014,100 000 - 109 999,Diesel,Renault,Symbol,
83 000,2000,190 000 - 199 999,Petrol,Mercedes-Benz,220,
50 000,2007,70 000 - 74 999,Petrol,Dacia,Logan,
38 000,2010,55 000 - 59 999,Petrol,BYD,F1,
150 000,2014,40 000 - 44 999,Diesel,Nissan,Juke,6 CV
90 000,2013,190 000 - 199 999,Diesel,Fiat,Doblo,
75 000,2013,80 000 - 84 999,Petrol,Hyundai,i 20,7 CV
45 000,2003,190 000 - 199 999,Diesel,Peugeot,Partner,7 CV
135 000,2009,150 000 - 159 999,Diesel,Volkswagen,Passat,
135 000,2009,150 000 - 159 999,Diesel,Volkswagen,Passat,
115 000,2008,15 000 - 19 999,Petrol,mini,cooper,
189 000,2015,65 000 - 69 999,Diesel,Volvo,other,6 CV
59 000,1994,200 000 - 249 999,Diesel,Renault,19,
114 000,2008,200 000 - 249 999,Diesel,Volkswagen,Passat,
120 000,2004,130 000 - 139 999,Diesel,Toyota,RAV 4,
71 000,2007,180 000 - 189 999,Diesel,Renault,Kangoo,
248 000,2016,15 000 - 19 999,Diesel,Nissan,Qashqai,
120 000,2008,170 000 - 179 999,Diesel,Volkswagen,Touareg,
58 000,2011,100 000 - 109 999,Petrol,Renault,Clio,7 CV
40 000,2004,200 000 - 249 999,Petrol,Fiat,Palio,7 CV
30 300,1999,25 000 - 29 999,Diesel,Citroen,C15, 
228 000,2009,180 000 - 189 999,Diesel,Mercedes-Benz,220,
228 000,2014,180 000 - 189 999,Diesel,Mercedes-Benz,220,9 CV
76 000,2013,100 000 - 109 999,Diesel,Fiat,Doblo,5 CV
48 000,2011,110 000 - 119 999,Petrol,Dacia,Logan,
260 000,2016,140 000 - 149 999,Diesel,Volkswagen,GOLF 7,
62 000,1999,250 000 - 299 999,Diesel,Volkswagen,Bora,8 CV
47 000,2009,130 000 - 139 999,Diesel,Daihatsu,Sirion,
62 000,1999,250 000 - 299 999,Diesel,Volkswagen,Bora,8 CV
158 000,2013,140 000 - 149 999,Diesel,Volkswagen,Passat,8 CV
73 000,2014,60 000 - 64 999,Diesel,Fiat,Doblo,5 CV
18 000,1984,150 000 - 159 999,Diesel,Fiat,Uno,
179 000,2017,50 000 - 54 999,Diesel,Hyundai,Elantra,6 CV
180 000,2014,50 000 - 54 999,Diesel,Kia,Sportage,12 CV
40 000,2012,20 000 - 24 999,Diesel,Dacia,Logan,
340 000,2012,65 000 - 69 999,Diesel,Land Rover,Range Rover Evoque,8 CV
82 000,2009,100 000 - 109 999,Petrol,Fiat,500,8 CV
100 000,2012,110 000 - 119 999,Diesel,Dacia,Duster,
40 000,2008,150 000 - 159 999,Petrol,Dacia,Logan,8 CV
23 000,1986,25 000 - 29 999,Diesel,Volkswagen,GOLF 2,
225 000,2014,35 000 - 39 999,Diesel,Hyundai,ix 35,
28 000,1989,30 000 - 34 999,Diesel,Peugeot,205,
44 000,1992,5 000 - 9 999,Diesel,Volkswagen,GOLF 2,
50 000,2004,170 000 - 179 999,Diesel,Toyota,Corolla,8 CV
105 000,2016,45 000 - 49 999,Diesel,Fiat,Doblo,5 CV
140 000,2013,150 000 - 159 999,Diesel,Mitsubishi,L200,10 CV
179 000,2016,45 000 - 49 999,-,Peugeot,508,6 CV
120 000,2014,95 000 - 99 999,Diesel,Dacia,Duster,6 CV
132 000,2014,110 000 - 119 999,Diesel,Renault,Megane,6 CV
96 000,2015,85 000 - 89 999,Diesel,Dacia,Logan,
120 000,2014,95 000 - 99 999,Diesel,Dacia,Duster,6 CV
132 000,2014,80 000 - 84 999,Diesel,Renault,Megane,6 CV
139 000,2013,75 000 - 79 999,Diesel,Mitsubishi,L200,10 CV
135 000,2013,85 000 - 89 999,Diesel,Mitsubishi,L200,10 CV
285 000,2014,40 000 - 44 999,Diesel,Volvo,XC60,8 CV
220 000,2015,85 000 - 89 999,Diesel,Volkswagen,CC,8 CV
109 000,2013,130 000 - 139 999,Diesel,Dacia,Lodgy,6 CV
82 000,2013,110 000 - 119 999,Diesel,Fiat,Doblo,5 CV
159 000,2015,90 000 - 94 999,Diesel,Skoda,Octavia,8 CV
42 000,2008,95 000 - 99 999,Petrol,Peugeot,206,
58 000,2009,110 000 - 119 999,Diesel,Dacia,Logan,
60 000,1989,55 000 - 59 999,Diesel,Jeep,Cherokee,
117 000,2008,160 000 - 169 999,Diesel,Volkswagen,GOLF 5,
61 500,2003,250 000 - 299 999,Diesel,Renault,Laguna,
99 000,2010,140 000 - 149 999,Diesel,Citroen,C5,8 CV
83 000,2002,25 000 - 29 999,Diesel,Volkswagen,GOLF 4,
30 000,2007,90 000 - 94 999,Petrol,Chery,Eastar,
99 000,2009,100 000 - 109 999,Petrol,mini,cooper,8 CV
195 000,2015,5 000 - 9 999,Diesel,Nissan,Pathfinder,
58 500,2014,65 000 - 69 999,Petrol,Peugeot,107,6 CV
47 000,2004,180 000 - 189 999,Petrol,Renault,Clio,
45 000,2003,200 000 - 249 999,Diesel,Renault,Clio,
95 000,2015,75 000 - 79 999,Diesel,Dacia,Dokker,6 CV
123 000,2017,35 000 - 39 999,Diesel,Fiat,500,5 CV
137 000,2016,30 000 - 34 999,Diesel,Dacia,Duster,
340 000,2012,70 000 - 74 999,Diesel,Land Rover,Range Rover Evoque,8 CV
32 000,1994,40 000 - 44 999,Diesel,Peugeot,306,
95 000,2003,300 000 - 349 999,Diesel,Volkswagen,GOLF 4,9 CV
178 000,2014,50 000 - 54 999,Diesel,Alfa Romeo,Giulietta,
700 000,2004,130 000 - 139 999,Petrol,Volkswagen,GOLF 5,
95 000,2001,180 000 - 189 999,Diesel,Mercedes-Benz,220,
67 000,2008,60 000 - 64 999,Petrol,Nissan,Sunny,9 CV
63 000,2003,200 000 - 249 999,Diesel,Volkswagen,Bora,
120 000,2010,110 000 - 119 999,Diesel,Volkswagen,GOLF 6,6 CV
88 000,2006,80 000 - 84 999,Petrol,mini,one,8 CV
17 000,1989,250 000 - 299 999,Petrol,Peugeot,205,
179 000,2015, 80 000 - 84 999,Diesel,Volkswagen,GOLF 7,8 CV
99 000,2007,160 000 - 169 999,Diesel,Honda,CR-V,9 CV
195 000,2013,80 000 - 84 999,Diesel,Mercedes-Benz,Classe B,8 CV
53 000,2006,120 000 - 129 999,Diesel,Citroen,Berlingo,
43 000,2010,200 000 - 249 999,Diesel,Renault,19,
62 000,2011,60 000 - 64 999,Petrol,Peugeot,206,
108 000,2015,70 000 - 74 999,Diesel,Dacia,Dokker,6 CV
125 000,2015,110 000 - 119 999,Diesel,Hyundai,Accent,6 CV
53 000,2008,0 - 4 999,Diesel,Dacia,Logan,
99 000,2012,70 000 - 74 999,Diesel,Seat,Ibiza,
27 000,1994,40 000 - 44 999,Diesel,Citroen,C15,
70 000,2011,45 000 - 49 999,Diesel,Dacia,Sandero,
42 000,2008,100 000 - 109 999,Petrol,Peugeot,206,
182 000,2014,75 000 - 79 999,Diesel,Seat,Leon,8 CV
20 000,2009,170 000 - 179 999,Petrol,Chery,QQ,
109 000,2011,180 000 - 189 999,Diesel,Volkswagen,Passat,
90 000,2008,180 000 - 189 999,Diesel,Toyota,Corolla,6 CV
57 000,2005,200 000 - 249 999,Diesel,Citroen,Xsara Picasso,
30 000,1991,60 000 - 64 999,Diesel,Citroen,C15,7 CV
30 000,2016,20 000 - 24 999,Diesel,Mercedes-Benz,220,
103 000,2015,20 000 - 24 999,Diesel,Dacia,Logan,6 CV
33 500,2007,200 000 - 249 999,Petrol,Suzuki,Alto,
45 000,1997,190 000 - 199 999,Petrol,Fiat,Punto,
220 000,2013,150 000 - 159 999,Diesel,BMW,X3,8 CV
139 000,2013,80 000 - 84 999,Diesel,Citroen,C5,8 CV
34 000,1994,0 - 4 999,Petrol,Renault,19,
33 000,1998,170 000 - 179 999,Diesel,Seat,Ibiza,
74 000,2012,25 000 - 29 999,Diesel,Peugeot,Partner,
145 000,2013,190 000 - 199 999,Diesel,Peugeot,Expert,8 CV
330 000,2014,70 000 - 74 999,Diesel,BMW,Serie 3,
44 000,2006,120 000 - 129 999,Petrol,Citroen,C3,
95 000,2010,130 000 - 139 999,Diesel,lancia,Delta,
26 000,1992,200 000 - 249 999,Petrol,Fiat,Uno,
95 000,2010,130 000 - 139 999,Diesel,lancia,Delta,
340 000,2012,70 000 - 74 999,Diesel,Land Rover,Range Rover Evoque,8 CV
115 000,2010,130 000 - 139 999,Diesel,Renault,Megane,7 CV
30 000,1994,140 000 - 149 999,Petrol,Renault,Twingo,6 CV
105 000,2008,140 000 - 149 999,Diesel,Ford,Focus,
45 000,1994,Plus de 500 000,Diesel,Renault,19,
250 000,2011,70 000 - 74 999,Petrol,BMW,Serie 5,17 CV
178 000,2013,85 000 - 89 999,Diesel,Toyota,Hilux,7 CV
85 000,1998,200 000 - 249 999,Diesel,Toyota,Land Cruiser,17 CV
380 000,2011,60 000 - 64 999,Petrol,Jaguar,XJ,28 CV
80 000,2009,110 000 - 119 999,Petrol,Fiat,500,7 CV
75 000,2004,85 000 - 89 999,Diesel,Renault,Kangoo,
133 000,2015,60 000 - 64 999,Diesel,Dacia,Duster,6 CV
138 000,2015,130 000 - 139 999,Diesel,Dacia,Duster,6 CV
175 000,2008,140 000 - 149 999,Diesel,Mercedes-Benz,220,
74 500,1999,250 000 - 299 999,Diesel,Volkswagen,GOLF 4,8 CV
82 000,2014,100 000 - 109 999,Petrol,Ford,Fiesta,7 CV
43 000,1997,180 000 - 189 999,Petrol,Mercedes-Benz,230,11 CV
67 000,2007,190 000 - 199 999,Diesel,Renault,Megane,
140 000,2002,200 000 - 249 999,Diesel,Hyundai,GALLOPER,10 CV
85 000,2004,200 000 - 249 999,Diesel,Volkswagen,Touran,
250 000,2010,35 000 - 39 999,Petrol,Mercedes-Benz,Classe E,
52 000,2004,170 000 - 179 999,Petrol,Honda,BOSS,
89 500,2012,110 000 - 119 999,Diesel,Fiat,GRANDE PUNTO,5 CV
150 000,2010,120 000 - 129 999,Diesel,Volvo,XC60,
97 000,2014,85 000 - 89 999,Diesel,Ford,Fiesta,7 CV
75 000,2008,100 000 - 109 999,Diesel,Citroen,C3,
80 000,2006,120 000 - 129 999,Diesel,Peugeot,407,
48 000,1996,20 000 - 24 999,Diesel,Mercedes-Benz,Classe C,
61 000,1999,200 000 - 249 999,Diesel,Volkswagen,Golf,8 CV
63 000,2004,0 - 4 999,Diesel,Opel,Astra,7 CV
40 000,2011,90 000 - 94 999,Petrol,Kia,Picanto,
95 000,2014,90 000 - 94 999,Diesel,Dacia,Sandero,6 CV
47 000,2009,100 000 - 109 999,Petrol,Kia,Picanto,6 CV
165 000,2011,120 000 - 129 999,Diesel,Hyundai,ix 35,8 CV
269 000,2012,110 000 - 119 999,Diesel,Mercedes-Benz,Classe E,
28 000,1991,250 000 - 299 999,Diesel,Peugeot,309,8 CV
78 000,2013,45 000 - 49 999,Petrol,Suzuki,Swift,
350 000,2013,40 000 - 44 999,Diesel,Land Rover,Range Rover Evoque,9 CV
96 000,2014,110 000 - 119 999,Diesel,Peugeot,301,
73 000,2000,180 000 - 189 999,Diesel,Volkswagen,GOLF 4,
225 000,2014,100 000 - 109 999,Diesel,Volkswagen,GOLF 7,
59 000,2012,90 000 - 94 999,Diesel,Peugeot,Bipper,5 CV
53 000,2008,180 000 - 189 999,Petrol,Kia,Picanto,
49 000,2002,160 000 - 169 999,Petrol,Jaguar,X-Type,
30 000,2001,190 000 - 199 999,Diesel,Fiat,Palio,
59 000,2009,0 - 4 999,Diesel,Dacia,Logan,
315 000,2013,180 000 - 189 999,Diesel,Volkswagen,Tiguan,8 CV
57 000,2011,120 000 - 129 999,Petrol,Renault,Symbol,7 CV
95 000,2011,130 000 - 139 999,Diesel,Renault,Kangoo,
47 000,2004,80 000 - 84 999,Petrol,Nissan,Sunny,
275 000,2012,140 000 - 149 999,Diesel,Volkswagen,Tiguan,
98 000,2006,180 000 - 189 999,Diesel,Volkswagen,Passat,
43 000,2010,0 - 4 999,Petrol,Dacia,Logan,
38 000,2008,50 000 - 54 999,Petrol,Suzuki,Alto,
48 000,2008,80 000 - 84 999,Petrol,Kia,Picanto,
45 000,1998,200 000 - 249 999,Petrol,Fiat,Palio,
84 000,2015,110 000 - 119 999,Diesel,Peugeot,301,6 CV
55 000,2002,200 000 - 249 999,Diesel,Bentley,Azure,
59 000,2011,85 000 - 89 999,Petrol,Kia,Picanto,5 CV
90 000,2004,200 000 - 249 999,Diesel,Volkswagen,Touran,
90 000,2007,150 000 - 159 999,Diesel,Peugeot,407,8 CV
57 000,2011,160 000 - 169 999,Diesel,Dacia,Logan,
489 000,2016,15 000 - 19 999,Diesel,Mercedes-Benz,Classe E,
40 000,1984,250 000 - 299 999,Diesel,Peugeot,205,
31 000,1991,130 000 - 139 999,Petrol,Renault,Clio,7 CV
62 000,2012,170 000 - 179 999,Petrol,Nissan,NOTE,
199 000,2011,250 000 - 299 999,Diesel,BMW,Serie 5,12 CV
105 000,2015,55 000 - 59 999,Diesel,Peugeot,301,6 CV
87 000,2013,120 000 - 129 999,Diesel,Dacia,Sandero,7 CV
115 000,2016,25 000 - 29 999,Petrol,Fiat,500,6 CV
62 000,2006,150 000 - 159 999,Diesel,Kia,Cerato,8 CV
60 000,2003,20 000 - 24 999,Diesel,Peugeot,307 SW,7 CV
65 000,2006,100 000 - 109 999,Diesel,Peugeot,607,
70 000,2007,95 000 - 99 999,Diesel,Dacia,Logan,
78 000,2011,80 000 - 84 999,Diesel,Renault,Symbol,
99 000,2013,65 000 - 69 999,Diesel,Ford,Fiesta,6 CV
85 000,2003,150 000 - 159 999,Diesel,Mercedes-Benz,Classe C,8 CV
33 000,1993,300 000 - 349 999,Diesel,Volkswagen,Passat,6 CV
33 000,1991,40 000 - 44 999,Diesel,BMW,Serie 5,
59 000,2006,0 - 4 999,Diesel,Dacia,Logan,6 CV
63 000,2006,300 000 - 349 999,Diesel,Mercedes-Benz,220,
106 000,2011,130 000 - 139 999,Diesel,Seat,Leon,
29 000,1991,250 000 - 299 999,Diesel,Volkswagen,Jetta,6 CV
76 000,2007,170 000 - 179 999,Diesel,Ford,Focus,7 CV
95 000,-,-,-,-,-,
63 000,2009,180 000 - 189 999,Diesel,Dacia,Sandero,6 CV
120 000,2007,200 000 - 249 999,Diesel,Toyota,Prado,12 CV
229 000,2012,130 000 - 139 999,Diesel,BMW,Serie 3,
73 000,2008,150 000 - 159 999,Petrol,Seat,Leon,
20 200,1993,Plus de 500 000,Diesel,Fiat,Uno,
140 000,2002,200 000 - 249 999,Diesel,Hyundai,GALLOPER,10 CV
30 300,1999,250 000 - 299 999,Diesel,Citroen,C15,
68 000,1991,300 000 - 349 999,Diesel,Mercedes-Benz,190,8 CV
135 000,2003,200 000 - 249 999,Diesel,Mercedes-Benz,Classe E,
220 000,2014,45 000 - 49 999,Diesel,Mercedes-Benz,Classe A,8 CV
2 800,1995,400 000 - 449 999,Diesel,Volkswagen,GOLF 2,
280 000,2010,190 000 - 199 999,Diesel,Mercedes-Benz,Classe E,
30 000,1997,190 000 - 199 999,Diesel,Nissan,TERRANO,
62 000,2004,5 000 - 9 999,Diesel,Citroen,Berlingo,
33 500,2008,200 000 - 249 999,Petrol,Suzuki,Alto,
115 000,2007,200 000 - 249 999,Diesel,Volkswagen,Passat,
215 000,2012,90 000 - 94 999,Diesel,Land Rover,Freelander,8 CV
34 000,1999,120 000 - 129 999,Petrol,Toyota,Corolla,
53 000,2003,110 000 - 119 999,Diesel,Peugeot,607,
